ProductID,Name,ModelNumber,Description,Brand,Price,StoreID
843,Myesquire Ceramic Burner Pot Lemongrass Liquid Air Freshener,5242,Rapter BNC-179 BNC Wire Connector (Silver Pack of 100) Price: Rs. 1400 Rapter Pack of 100 BNC Connector.Superior quality BNC Connectors with high quality outer metel and brass conductors used to maintain a proper video/signal quality.BNC normally used in co-axial cables to lock with female connectors which ensures permanancy of connection.They can be used in DVRs NVRs and CCTV Cameras etc.Specifications of Rapter BNC-179 BNC Wire Connector (Silver Pack of 100) General Brand Rapter Suitable For Wire to Wire Connection Wire to Circuit Board Connection Model Number BNC-179 Type BNC Waterproof Yes Corrosion Proof Yes Color Silver In the box Sales Package 100 BNC Connector Pack of 100,Best Buy,103,102
844,Myesquire Ceramic Burner Pot Lemongrass Liquid Air Freshener,9685,Specifications of Vishudh Printed Womens Straight Kurta Kurta Details Sleeve Sleeveless Number of Contents in Sales Package Pack of 1 Fabric 100% Cotton Type Straight Neck ROUND NECK General Details Pattern Printed Occasion Festive Ideal For Womens In the Box Kurta Additional Details Style Code VNKU004384 NAVY BLUE Fabric Care Gentle Machine Wash in Lukewarm Water Do Not Bleach,Michaels Stores,49,108
845,BlueStone The Golden Arm Yellow Gold Diamond  Pearl 18 K Ring,5570,Specifications of Vishudh Printed Womens Straight Kurta Kurta Details Sleeve Sleeveless Number of Contents in Sales Package Pack of 1 Fabric 100% POLYESTER Type Straight Neck ROUND NECK General Details Pattern Printed Occasion Festive Ideal For Womens In the Box Kurta Additional Details Style Code VNKU004370 PINK::OLIVE Fabric Care Gentle Machine Wash in Lukewarm Water Do Not Bleach,Sally Beauty Holdings,114,102
846,612 League Girls Gathered Dress,3180,Specifications of Vishudh Printed Womens Anarkali Kurta Kurta Details Sleeve Half Sleeve Number of Contents in Sales Package Pack of 1 Fabric 100% Cotton Type Anarkali Neck ROUND NECK General Details Pattern Printed Occasion Festive Ideal For Womens In the Box Kurta Additional Details Style Code VNKU004389 BEIGE::PINK Fabric Care Gentle Machine Wash in Lukewarm Water Do Not Bleach,Toys “R” Us,78,100
847,612 League Girls Gathered Dress,1420,Key Features of BuildTrack PIR Wireless Motion Sensor - One Switch Control Wireless Sensor Security System National Award Winning Product Long Battery Life Freely Placed Low Power ConsumedBuildTrack PIR Wireless Motion Sensor - One Switch Control Wireless Sensor Security System Price: Rs. 5000 Buildtracks Wireless Motion Sensor turns your existing light switches off when you leave the room and turns them on when you return. This model is ideal for fitting on a ceiling. It is battery powered and will work with One Single Switch. Using Wireless Motion Sensor stops Wastage of Energy and Lower your Electricity Bills. It is highly suitable for homes institutions banks offices and healthcare.  Saves Energy  Lowers electricity bills  National Award Winning Product  Adds convenience  Works with existing switches no re – wiring  Quick and easy installation  Freely placed  Long battery life  Single device for multiple switches  No aesthetic changes / No external wiring  Adjustable time delay for turning offRelated video of BuildTrack PIR Wireless Motion Sensor - One Switch Control Wireless Sensor Security SystemSpecifications of BuildTrack PIR Wireless Motion Sensor - One Switch Control Wireless Sensor Security System General Detection Angle 360 degree Brand BuildTrack Brand Color Off White Suitable For Homes Offices Intermittent Spaces Warehouses Industrial Spacing Wired/Wireless Wireless Display Type NA Installation Type Plug and Play Simply Attached to the Ceiling Model Number PIR Wireless Motion Sensor - One Switch Control Audible Alarm No Maximum Alarm Distance 0 m Minimum Alarm Distance 0 m Detection Range 10 ft Number of Sensors 1 Color White Dimensions Weight 200 g Other Dimensions 106x106x71 mm Warranty Service Type Manufacturers Warranty - 1 Year In the Box Wireless Motion Detector | Actuator | User Manual | Warranty Card Additional Features Other Features Saves Energy Lowers Electricity Bills Adds Convenience Works with Existing Switches No Re – Wiring Quick and Easy Installation Single Device for Multiple Switches No Aesthetic Changes / No External Wiring Adjustable Time Delay for Turning Off Technology Used Passive Infra Red (PIR),Nike,38,101
848,612 League Girls Gathered Dress,6196,Key Features of Skayvon SUMMERSIBLE SINGLE PHASE PUMP CONTROLLER Wired Sensor Security System Dry run protection L/H Voltage protection Corrosion free sensors Has Manual/Auto modeSkayvon SUMMERSIBLE SINGLE PHASE PUMP CONTROLLER Wired Sensor Security System Price: Rs. 4990 This system is suitable for single phase submersible pump. The sytem auto start the submersible pump when water level in tank reaches preset lower level and auto switch off the pump when tank gets full.Upper and lower level is adjustable as per user choice. The system indicates 4 different levels of water (¼  ½ ¾ and Full) of overhead tank. The system has Auto /manual switch.Related video of Skayvon SUMMERSIBLE SINGLE PHASE PUMP CONTROLLER Wired Sensor Security SystemSpecifications of Skayvon SUMMERSIBLE SINGLE PHASE PUMP CONTROLLER Wired Sensor Security System In the Box 1 pack of Skayvon SUMMERSIBLE SINGLE PHASE PUMP CONTROLLER General Brand Skayvon Model Number SUMMERSIBLE SINGLE PHASE PUMP CONTROLLER Wired/Wireless Wired Number of Sensors 4 Brand Color Ivory Display Type LED Audible Alarm NO Installation Type Cabling Detection Range 987 ft Minimum Alarm Distance 10 m Maximum Alarm Distance 98 m Color Silver LED Indicators Yes,6 PM,71,102
849,612 League Girls Gathered Dress,7502,Key Features of MASARA Solid Womens Straight Kurta Green StraightMASARA Solid Womens Straight Kurta Price: Rs. 599 The knee length kurti with raindrop pattern with subtle colors will completely transform your look at your work place. Soft cotton fabric used in this kurti is to die for.Specifications of MASARA Solid Womens Straight Kurta Kurta Details Sleeve 3/4 Sleeve Fabric Cotton Type Straight Neck Round General Details Pattern Solid Occasion Casual Ideal For Womens Additional Details Style Code M002PCOTSEARAIN,Sears,122,103
850,Cation Casual Short Sleeve Solid Womens Top,9234,Specifications of Vishudh Printed Womens Straight Kurta Kurta Details Sleeve Sleeveless Number of Contents in Sales Package Pack of 1 Fabric 100% POLYESTER Type Straight Neck ROUND NECK General Details Pattern Printed Occasion Festive Ideal For Womens In the Box Kurta Additional Details Style Code VNKU004371 RUST::TEAL Fabric Care Gentle Machine Wash in Lukewarm Water Do Not Bleach,Carrefour,14,104
851,Blacksoul Casual Short Sleeve Solid Womens Top,7383,Rapter BNC-047 BNC Wire Connector (Silver Pack of 64) Price: Rs. 899 Rapter Pack of 64 BNC Connector.Superior quality BNC Connectors with high quality outer metel and brass conductors used to maintain a proper video/signal quality.BNC normally used in co-axial cables to lock with female connectors which ensures permanancy of connection.They can be used in DVRs NVRs and CCTV Cameras etc.Specifications of Rapter BNC-047 BNC Wire Connector (Silver Pack of 64) General Brand Rapter Suitable For Wire to Wire Connection Wire to Circuit Board Connection Model Number BNC-047 Type BNC Waterproof Yes Corrosion Proof Yes Color Silver In the box Sales Package 64 BNC Connector Pack of 64,Office Max,118,105
852,Jewlook Neck Tie Mens  Combo,1727,Key Features of Skayvon SUBMERSIBBLE THREE PHASE PUMP CONTROLLER Wired Sensor Security System Dry run protection L/H Voltage protection Corrosion free sensors Has Manual/Auto modeSkayvon SUBMERSIBBLE THREE PHASE PUMP CONTROLLER Wired Sensor Security System Price: Rs. 4990 This system is suitable for Three phase submersible pump. The sytem auto start the submersible pump when water level in tank reaches preset lower level and auto switch off the pump when tank gets full.Upper and lower level is adjustable as per user choice. The system indicates 4 different levels of water (¼  ½ ¾ and Full) of overhead tank. The system has Auto /manual switch.Related video of Skayvon SUBMERSIBBLE THREE PHASE PUMP CONTROLLER Wired Sensor Security SystemSpecifications of Skayvon SUBMERSIBBLE THREE PHASE PUMP CONTROLLER Wired Sensor Security System In the Box 1 pack of Skayvon SUBMERSIBBLE THREE PHASE PUMP CONTROLLER General Brand Skayvon Model Number SUBMERSIBBLE THREE PHASE PUMP CONTROLLER Wired/Wireless Wired Number of Sensors 4 Brand Color Ivory Display Type LED Audible Alarm NO Installation Type Cabling Detection Range 987 ft Minimum Alarm Distance 10 m Maximum Alarm Distance 98 m Color Silver LED Indicators Yes Stand By Yes Additional Features Certification ISO 9001:2008,Nordstrom,133,106
853,Palette Casual Sleeveless Solid Womens Top,7230,Specifications of Vishudh Printed Womens Straight Kurta Kurta Details Sleeve Sleeveless Number of Contents in Sales Package Pack of 1 Fabric 100% POLYESTER Type Straight Neck ROUND NECK General Details Pattern Printed Occasion Festive Ideal For Womens In the Box Kurta Additional Details Style Code VNKU004373 BLACK::MAROON Fabric Care Gentle Machine Wash in Lukewarm Water Do Not Bleach,Auchan,40,107
854,Rampwalk Casual Sleeveless Solid Womens Top,5370,Specifications of Behringer Xenyx 502 Analog Sound Mixer In The Box 1 Sound Mixer General Number of Faders 4 Brand Behringer Application Type Live Performance Mixer Number of Channels 5 Model Number Xenyx 502 Channel Equalizer Type 2 band EQ Type Analog Number of Bus 2 On-board Effects No Dimensions Weight 1 kg Height 15 cm Width 15 cm Warranty Covered in Warranty Warranty of the product is limited to manufacturing defects only Warranty Summary 1 year India Warranty Service Type Customer needs to send the product to the authorized service centre of the company in case of any problem Not Covered in Warranty Warranty does not cover product damaged while in use by customer Power Features Power Consumption 50 Power Requirements 230V AC,Newegg.com,65,102
855,Rampwalk Casual Sleeveless Solid Womens Top,9742,Key Features of Vishudh Printed Womens Straight Kurta BLACK GREY StraightSpecifications of Vishudh Printed Womens Straight Kurta Kurta Details Sleeve Sleeveless Number of Contents in Sales Package Pack of 1 Fabric 100% POLYESTER Type Straight Neck ROUND NECK General Details Pattern Printed Occasion Festive Ideal For Womens In the Box Kurta Additional Details Style Code VNKU004374 BLACK::GREY Fabric Care Gentle Machine Wash in Lukewarm Water Do Not Bleach,JD.com,105,109
856,The Vanca Casual 3/4 Sleeve Polka Print Womens Top,4455,Specifications of Vishudh Printed Womens Straight Kurta Kurta Details Sleeve Sleeveless Number of Contents in Sales Package Pack of 1 Fabric 100% POLYESTER Type Straight Neck ROUND NECK General Details Pattern Printed Occasion Festive Ideal For Womens In the Box Kurta Additional Details Style Code VNKU004372 PURPLE::PLUM Fabric Care Gentle Machine Wash in Lukewarm Water Do Not Bleach,Verizon Wireless,118,102
857,The Vanca Casual 3/4 Sleeve Solid Womens Top,7595,Key Features of MASARA Solid Womens Straight Kurta Green StraightMASARA Solid Womens Straight Kurta Price: Rs. 599 The knee length kurti with raindrop pattern with subtle colors will completely transform your look at your work place. Soft cotton fabric used in this kurti is to die for.Specifications of MASARA Solid Womens Straight Kurta Kurta Details Sleeve 3/4 Sleeve Fabric Cotton Type Straight Neck Round General Details Pattern Solid Occasion Casual Ideal For Womens Additional Details Style Code M003PCOTSEARAIN,Staples,95,101
858,Komnil Solid Womens Polo T-Shirt,2620,Key Features of MASARA Solid Womens Straight Kurta Red StraightMASARA Solid Womens Straight Kurta Price: Rs. 550 The blooming flowers of summer aren’t just for the gardens anymore. Bold floral prints on this knee-length cotton kurta allow you to effortlessly coordinate natural beauty into your outfit. The bright and pastel colors provide a more graceful feature to the ensemble.Specifications of MASARA Solid Womens Straight Kurta Kurta Details Sleeve 3/4 Sleeve Fabric Cotton Type Straight Neck Round General Details Pattern Solid Occasion Casual Ideal For Womens Additional Details Style Code M002PCOTREDGAR,Cars.com,141,102
